,r,a,p,target,t5,Our,label
2012,CC(C)(C)[Si](C)(C)Cl.OCc1cc(Br)ccc1Cl,CCOC(C)=O.CN(C)C=O.c1c[nH]cn1,CC(C)(C)[Si](C)(C)OCc1cc(Br)ccc1Cl,98.0999984741211,91.29517364501952,89.15975952148438,19
2013,CC(C)(C)[Si](C)(C)Cl.CCCC1(CCO)OCCc2c1[nH]c1c(F)ccc(Br)c21,CCOC(C)=O.CN(C)C=O.c1c[nH]cn1,CCCC1(CCO[Si](C)(C)C(C)(C)C)OCCc2c1[nH]c1c(F)ccc(Br)c21,97.0,73.9578628540039,82.14195251464844,19
2014,CC(C)(C)OC(=O)NCCNC1CN(C(=O)c2ccc(Cl)cc2)CC1O.CC(C)(C)[Si](C)(C)Cl,CCOC(C)=O.CN(C)C=O.c1c[nH]cn1,CC(C)(C)OC(=O)NCCNC1CN(C(=O)c2ccc(Cl)cc2)CC1O[Si](C)(C)C(C)(C)C,40.0,85.4843521118164,79.45670318603516,19
2015,C#C[C@@H]1[C@H]([C@@H](O)CC)C(=O)N1[C@H](C)c1ccccc1.CC(C)(C)[Si](C)(C)Cl,CCOC(C)=O.CN(C)C=O.c1c[nH]cn1,C#C[C@@H]1[C@H]([C@H](CC)O[Si](C)(C)C(C)(C)C)C(=O)N1[C@H](C)c1ccccc1,92.9000015258789,95.12447357177734,82.2045669555664,19
2016,CC(C)(C)[Si](C)(C)Cl.Cc1cc2[nH]c(=O)ccc2c(-c2ccc(Cl)cc2)c1[C@@H](CO)OC(C)(C)C,CCOC(C)=O.CN(C)C=O.c1c[nH]cn1,Cc1cc2[nH]c(=O)ccc2c(-c2ccc(Cl)cc2)c1[C@@H](CO[Si](C)(C)C(C)(C)C)OC(C)(C)C,74.5999984741211,58.851200103759766,74.39534759521484,19
2017,CC(C)(C)[Si](C)(C)Cl.CC1CCC(O)CCC1=O,CCOCC.CN(C)C=O.c1c[nH]cn1,CC1CCC(O[Si](C)(C)C(C)(C)C)CCC1=O,100.0,76.15828704833984,84.5651626586914,19
2018,CC(C)(C)[Si](C)(C)Cl.O=C1Nc2cc(CCO)ccc2C2CCCC12,CCOCC.CN(C)C=O.c1c[nH]cn1,CC(C)(C)[Si](C)(C)OCCc1ccc2c(c1)NC(=O)C1CCCC21,84.69999694824219,87.34910583496094,80.79014587402344,19
2019,CC(C)(C)[Si](C)(C)Cl.O=C1N[C@H]2[C@H](C[C@H](CO)[C@@H](O)[C@@H]2O)O1,CN(C)C=O.O.c1c[nH]cn1,CC(C)(C)[Si](C)(C)OC[C@H]1C[C@@H]2OC(=O)N[C@@H]2[C@@H](O)[C@@H]1O,73.80000305175781,93.7445297241211,65.5391616821289,19
2020,CC(C)(C)[Si](C)(C)Cl.Cc1cc(C#N)cc(C)c1OCC(C)(C)O,CN(C)C=O.O.c1c[nH]cn1,Cc1cc(C#N)cc(C)c1OCC(C)(C)O[Si](C)(C)C(C)(C)C,52.400001525878906,88.03733825683594,89.15412139892578,19
2021,CC(C)(C)OC(=O)N1CCCC[C@H]1C(=O)N[C@@H](Cc1ccc(-c2ccc3c(c2)sc(=O)n3CCO)cc1)C(N)=O.CC(C)(C)[Si](C)(C)Cl,CN(C)C=O.O.c1c[nH]cn1,CC(C)(C)OC(=O)N1CCCC[C@H]1C(=O)N[C@@H](Cc1ccc(-c2ccc3c(c2)sc(=O)n3CCO[Si](C)(C)C(C)(C)C)cc1)C(N)=O,78.4000015258789,70.44515991210938,85.89529418945312,19
2022,C=C(C)[C@H]1C[C@@H]2O[C@]2(C)[C@H](O)C1.CC(C)(C)[Si](C)(C)Cl,CN(C)C=O.O.c1c[nH]cn1,C=C(C)[C@H]1C[C@@H]2O[C@]2(C)[C@H](O[Si](C)(C)C(C)(C)C)C1,89.5999984741211,90.17073822021484,83.9618148803711,19
2023,CC(C)(C)[Si](C)(C)Cl.O=c1cc(O)cc(CO)o1,CN(C)C=O.O.c1c[nH]cn1,CC(C)(C)[Si](C)(C)OCc1cc(O)cc(=O)o1,47.0,60.575984954833984,61.99897003173828,19
2024,CC(C)(C)[Si](C)(C)Cl.Cc1c(N[C@H](CO)C(=O)NNC(=O)c2ccc(C#N)cc2)ccc(C#N)c1Cl,CN(C)C=O.O.c1c[nH]cn1,Cc1c(N[C@H](CO[Si](C)(C)C(C)(C)C)C(=O)NNC(=O)c2ccc(C#N)cc2)ccc(C#N)c1Cl,77.80000305175781,70.53759765625,70.83184051513672,19
2025,CC(C)(C)[Si](C)(C)Cl.CON(C)C(=O)C1CCC(O)CC1,CN(C)C=O.O.c1c[nH]cn1,CON(C)C(=O)C1CCC(O[Si](C)(C)C(C)(C)C)CC1,73.19999694824219,74.29995727539062,88.76771545410156,19
2026,CC(C)(C)[Si](C)(C)Cl.CCOC(=O)C1CCC(O)CC1,CN(C)C=O.O.c1c[nH]cn1,CCOC(=O)C1CCC(O[Si](C)(C)C(C)(C)C)CC1,100.0,95.455810546875,84.88726043701172,19
2027,CC(C)(C)[Si](C)(C)Cl.COc1ccc2c(c1)CC[C@]1(C=O)C2=C(CCCCCOCc2ccccc2)C[C@]2(C)[C@@H](O)CC[C@H]21,CN(C)C=O.O.c1c[nH]cn1,COc1ccc2c(c1)CC[C@]1(C=O)C2=C(CCCCCOCc2ccccc2)C[C@]2(C)[C@@H](O[Si](C)(C)C(C)(C)C)CC[C@H]21,93.1999969482422,74.92691040039062,92.76691436767578,19
2028,CC(C)[Si](Cl)(C(C)C)C(C)C.O=Cc1cccc(CCO)c1,CN(C)C=O.O.c1c[nH]cn1,CC(C)[Si](OCCc1cccc(C=O)c1)(C(C)C)C(C)C,96.0,43.00770568847656,86.87423706054688,19
2029,CC(C)(C)[Si](C)(C)Cl.C[C@@H](c1ccccc1)N1C[C@@H](CO)[C@@H](C(=O)NC2CC2)C1,CN(C)C=O.c1c[nH]cn1,C[C@@H](c1ccccc1)N1C[C@@H](CO[Si](C)(C)C(C)(C)C)[C@@H](C(=O)NC2CC2)C1,67.0,65.9629898071289,78.54955291748047,19
2030,CC(C)(C)[Si](C)(C)Cl.OCc1ccc2c(c1)CCc1ccccc1N2,CN(C)C=O.c1c[nH]cn1,CC(C)(C)[Si](C)(C)OCc1ccc2c(c1)CCc1ccccc1N2,88.9000015258789,86.72953796386719,80.39393615722656,19
2031,CC(C)(C)[Si](C)(C)Cl.CN(Cc1cc([N+](=O)[O-])cc(F)c1OC[C@@H](O)C1CC1)C(=O)OCc1ccccc1,CN(C)C=O.c1c[nH]cn1,CN(Cc1cc([N+](=O)[O-])cc(F)c1OC[C@@H](O[Si](C)(C)C(C)(C)C)C1CC1)C(=O)OCc1ccccc1,73.0,93.65394592285156,88.12254333496094,19
2032,CC(C)(C)C[Si](C)(C)Cl.CC(O)c1ccc(F)cc1F,CN(C)C=O.c1c[nH]cn1,CC(O[Si](C)(C)CC(C)(C)C)c1ccc(F)cc1F,72.30000305175781,89.53890991210938,83.28376007080078,19
2033,CC(C)(C)[Si](C)(C)Cl.COc1ccc([N+](=O)[O-])c(N[C@H](CO)COCc2ccccc2)n1,CN(C)C=O.c1c[nH]cn1,COc1ccc([N+](=O)[O-])c(N[C@@H](COCc2ccccc2)CO[Si](C)(C)C(C)(C)C)n1,85.4000015258789,90.15007781982422,90.1484603881836,19
2034,CC(C)(C)[Si](C)(C)Cl.Cc1cc(C)c(CS[C@@H]2CCC[C@@H](NC(=O)OC(C)(C)C)[C@H]2O)c(C)c1,CN(C)C=O.c1c[nH]cn1,Cc1cc(C)c(CS[C@@H]2CCC[C@@H](NC(=O)OC(C)(C)C)[C@H]2O[Si](C)(C)C(C)(C)C)c(C)c1,94.0,82.3567886352539,86.23672485351562,19
2035,CC(C)(C)[Si](C)(C)Cl.CC(C)(CO)NC(=O)OCc1ccccc1,CN(C)C=O.c1c[nH]cn1,CC(C)(CO[Si](C)(C)C(C)(C)C)NC(=O)OCc1ccccc1,97.0999984741211,74.16023254394531,81.51813507080078,19
2036,CC(C)(C)[Si](C)(C)Cl.CCc1nn(CCO)c(CC)c1Sc1cc(Br)cc(Br)c1,CN(C)C=O.c1c[nH]cn1,CCc1nn(CCO[Si](C)(C)C(C)(C)C)c(CC)c1Sc1cc(Br)cc(Br)c1,72.9000015258789,91.8050765991211,90.35722351074219,19
2037,CC(C)(C)[Si](C)(C)Cl.CCOC(=O)CCC[C@@H](C)O,CN(C)C=O.c1c[nH]cn1,CCOC(=O)CCC[C@@H](C)O[Si](C)(C)C(C)(C)C,87.9000015258789,76.57196044921875,88.02859497070312,19
2038,CC(C)(C)[Si](C)(C)Cl.CCOC(=O)C[C@H](C)O,CN(C)C=O.c1c[nH]cn1,CCOC(=O)C[C@H](C)O[Si](C)(C)C(C)(C)C,79.0999984741211,92.28225708007812,86.89647674560547,19
2039,C#CCC(O)c1ccc(Br)cc1.CC(C)(C)[Si](C)(C)Cl,CN(C)C=O.c1c[nH]cn1,C#CCC(O[Si](C)(C)C(C)(C)C)c1ccc(Br)cc1,31.700000762939453,96.30262756347656,89.74137115478516,19
2040,CC(C)(C)[Si](C)(C)Cl.C[C@H](O)[C@@H](Nc1ccc(C#N)c2sccc12)C(=O)NNC(=O)c1ccc(C#N)cc1,CN(C)C=O.c1c[nH]cn1,C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](Nc1ccc(C#N)c2sccc12)C(=O)NNC(=O)c1ccc(C#N)cc1,93.3000030517578,62.57833099365234,73.48614501953125,19
2041,CC(C)(C)[Si](C)(C)Cl.Cc1c(N[C@@H](C(=O)NNC(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](C)O)ccc(C#N)c1Cl,CN(C)C=O.c1c[nH]cn1,Cc1c(N[C@@H](C(=O)NNC(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](C)O[Si](C)(C)C(C)(C)C)ccc(C#N)c1Cl,56.0,59.6341552734375,83.41007995605469,19
2042,CC(C)(C)[Si](C)(C)Cl.Cc1cncn1CCO,ClCCl.O.c1c[nH]cn1,Cc1cncn1CCO[Si](C)(C)C(C)(C)C,95.9000015258789,76.49044799804688,89.75471496582031,19
2043,CC(C)(C)[Si](C)(C)Cl.OC[C@H](O)c1ccc(C(F)F)nc1,ClCCl.O.c1c[nH]cn1,CC(C)(C)[Si](C)(C)OC[C@H](O)c1ccc(C(F)F)nc1,75.0,36.461387634277344,75.41793060302734,19
2044,CC(C)(C)[Si](C)(C)Cl.CCCCCCCCCCCCCCCC(=O)OCC(O)CO,ClCCl.c1c[nH]cn1,CCCCCCCCCCCCCCCC(=O)OCC(O)CO[Si](C)(C)C(C)(C)C,100.0,90.67577362060548,76.58031463623047,19
2045,CC(C)(C)[Si](C)(C)Cl.NC(=O)c1ncc(Sc2ccccn2)cc1Oc1cccnc1CO,ClCCl.c1c[nH]cn1,CC(C)(C)[Si](C)(C)OCc1ncccc1Oc1cc(Sc2ccccn2)cnc1C(N)=O,51.400001525878906,82.69004821777344,75.8013687133789,19
2046,CC(C)(C)[Si](C)(C)Cl.C[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)CO,ClCCl.c1c[nH]cn1,C[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)CO[Si](C)(C)C(C)(C)C,95.0,84.9975357055664,73.41109466552734,19
2047,CC(C)(C)[Si](C)(C)Cl.CCOC(=O)C(=CNc1ccc(F)c(F)c1CC(C)O)C(=O)OCC,ClCCl.c1c[nH]cn1,CCOC(=O)C(=CNc1ccc(F)c(F)c1CC(C)O[Si](C)(C)C(C)(C)C)C(=O)OCC,76.0,86.00145721435547,86.94440460205078,19
2048,CC(C)(C)[Si](C)(C)Cl.OCc1ccn2c(Br)cnc2n1,ClCCl.c1c[nH]cn1,CC(C)(C)[Si](C)(C)OCc1ccn2c(Br)cnc2n1,100.0,76.23973846435547,89.49667358398438,19
2049,CC(C)(C)[Si](C)(C)Cl.COC1=N[C@H](C(C)C)C(OC)=N[C@H]1[C@@H](O)c1ccc(C(F)(F)F)cc1,ClCCl.c1c[nH]cn1,COC1=N[C@H](C(C)C)C(OC)=N[C@H]1[C@@H](O[Si](C)(C)C(C)(C)C)c1ccc(C(F)(F)F)cc1,73.69999694824219,82.74406433105469,87.08470916748047,19
2050,CC(C)(C)OC(=O)N1CC(CO)C1.Oc1ccc(Br)cc1,C1CCOC1.CC(C)OC(=O)/N=N/C(=O)OC(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)(C)OC(=O)N1CC(COc2ccc(Br)cc2)C1,84.30000305175781,52.68776321411133,65.00025939941406,114
2051,OC1CCOCC1.Oc1cc(F)cc(F)c1,C1CCOC1.CC(C)OC(=O)/N=N/C(=O)OC(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1cc(F)cc(OC2CCOCC2)c1,90.0,95.52743530273438,48.52971649169922,114
2052,CC1CC(O)CC(C)(C)C1.Oc1cccc(O)c1,C1CCOC1.CC(C)OC(=O)N=NC(=O)OC(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC1CC(Oc2cccc(O)c2)CC(C)(C)C1,22.0,20.22394180297852,33.30243682861328,114
2053,OCCCOCC=C(Cl)Cl.Oc1c(Cl)cc(OCC=C(Cl)Cl)cc1Cl,C1CCOC1.CC(C)OC(=O)N=NC(=O)OC(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,ClC(Cl)=CCOCCCOc1c(Cl)cc(OCC=C(Cl)Cl)cc1Cl,4.699999809265137,39.50257873535156,60.34340286254883,114
2054,O=Cc1ccc(CO)cc1.Oc1c(Cl)cc(OCC=C(Cl)Cl)cc1Cl,C1CCOC1.CC(C)OC(=O)N=NC(=O)OC(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=Cc1ccc(COc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)cc1,46.400001525878906,52.08763885498047,60.16785430908203,114
2055,CC(C)(C)OC(=O)N1CCC[C@H]1CO.Oc1ccc(Br)cc1,C1CCOC1.CC(C)OC(=O)N=NC(=O)OC(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)(C)OC(=O)N1CCC[C@H]1COc1ccc(Br)cc1,98.1999969482422,80.36920166015625,66.26956176757812,114
2056,CC(C)(C)OC(=O)NCc1ccc(-c2cccc(O)c2)cc1.OCCCCOCc1ccccc1,C1CCOC1.CC(C)OC(=O)N=NC(=O)OC(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)(C)OC(=O)NCc1ccc(-c2cccc(OCCCCOCc3ccccc3)c2)cc1,89.30000305175781,56.18570327758789,57.8794059753418,114
2057,COc1ccc(O)cc1.O=c1ccc(CO)cn1Cc1ccc(Cl)cc1,C1CCOC1.CCOC(=O)/N=N/C(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,COc1ccc(OCc2ccc(=O)n(Cc3ccc(Cl)cc3)c2)cc1,42.09999847412109,54.84214019775391,53.318397521972656,114
2058,O=C(NCCOCCO)OCc1ccccc1.Oc1ccc(Cl)cc1,C1CCOC1.CCOC(=O)/N=N/C(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C(NCCOCCOc1ccc(Cl)cc1)OCc1ccccc1,99.8000030517578,54.89230728149414,52.479408264160156,114
2059,COC(=O)c1ccc(CCCc2ccccc2O)cc1.OCc1cccnc1,C1CCOC1.CCOC(=O)/N=N/C(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,COC(=O)c1ccc(CCCc2ccccc2OCc2cccnc2)cc1,57.0,58.0429916381836,49.10771179199219,114
2060,COc1ccc(CO)cn1.Oc1ccccc1,C1CCOC1.CCOC(=O)/N=N/C(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,COc1ccc(COc2ccccc2)cn1,49.400001525878906,78.1150131225586,67.40135192871094,114
2061,CC1(C)C=C(C(F)(F)F)c2cc(Cl)c(OCCCO)cc2O1.CC[C@](C)(Oc1ccc(O)cc1)C(=O)OC,C1CCOC1.CCOC(=O)N=NC(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC[C@](C)(Oc1ccc(OCCCOc2cc3c(cc2Cl)C(C(F)(F)F)=CC(C)(C)O3)cc1)C(=O)OC,61.0,66.90692901611328,60.30721664428711,114
2062,CC(C)(c1ccccc1)c1ccc(O)cc1.O=C1c2ccccc2C(=O)N1[C@H]1CCC[C@H]1CO,C1CCOC1.CCOC(=O)N=NC(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)(c1ccccc1)c1ccc(OC[C@@H]2CCC[C@@H]2N2C(=O)c3ccccc3C2=O)cc1,26.799999237060547,59.75055694580078,60.09959030151367,114
2063,CSCCO.Oc1ccc(Br)cc1,C1CCOC1.CCOC(=O)N=NC(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CSCCOc1ccc(Br)cc1,59.5,75.8617935180664,72.81563568115234,114
2064,CN1CCC[C@H]1COc1cncc(-c2cc(CCCO)no2)c1.Oc1ccccc1,C1CCOC1.CCOC(=O)N=NC(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CN1CCC[C@H]1COc1cncc(-c2cc(CCCOc3ccccc3)no2)c1,51.0,49.7490234375,40.2269287109375,114
2065,CC(=NOCCO)c1ccc(-c2ccc(C)cc2)cc1.O=C1SC(Cc2ccc(O)cc2)C(=O)N1C(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)N=NC(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=NOCCOc1ccc(CC2SC(=O)N(C(c3ccccc3)(c3ccccc3)c3ccccc3)C2=O)cc1)c1ccc(-c2ccc(C)cc2)cc1,86.5,85.48275756835938,78.66825866699219,114
2066,CC(=NOCCO)c1cncc(-c2ccccc2)c1.O=C1SC(Cc2ccc(O)cc2)C(=O)N1C(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)N=NC(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=NOCCOc1ccc(CC2SC(=O)N(C(c3ccccc3)(c3ccccc3)c3ccccc3)C2=O)cc1)c1cncc(-c2ccccc2)c1,59.0,86.85830688476562,77.47509002685547,114
2067,CC(=NOCCO)c1ccc(N(C)S(=O)(=O)c2ccccc2)cc1.O=C1SC(Cc2ccc(O)cc2)C(=O)N1C(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)N=NC(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=NOCCOc1ccc(CC2SC(=O)N(C(c3ccccc3)(c3ccccc3)c3ccccc3)C2=O)cc1)c1ccc(N(C)S(=O)(=O)c2ccccc2)cc1,36.400001525878906,84.36571502685547,77.98648834228516,114
2068,COc1ccc(O)cc1.O=c1cc(Nc2ccccc2)n(-c2ccccc2)c2nc(CO)c(F)cc12,ClCCl.O=C(N=NC(=O)N1CCCCC1)N1CCCCC1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,COc1ccc(OCc2nc3c(cc2F)c(=O)cc(Nc2ccccc2)n3-c2ccccc2)cc1,36.900001525878906,21.431007385253903,51.38398361206055,114
2069,CC(C)(C)OC(=O)N1CC2CC(CN(CCCC(O)c3ccc(C#N)cc3)C2)C1.COc1ccc(O)cc1OC,ClCCl.O=C(N=NC(=O)N1CCCCC1)N1CCCCC1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,COc1ccc(OC(CCCN2CC3CC(C2)CN(C(=O)OC(C)(C)C)C3)c2ccc(C#N)cc2)cc1OC,21.0,46.83185577392578,64.31900024414062,114
2070,C1CNCCN1.CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(Cl)cc21,c1ccncc1,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,42.79999923706055,56.03569030761719,68.94976806640625,405
2071,O=C(O)c1cn(C2CC2)c2cc(Cl)c(F)cc2c1=O.c1cncc(C2CNCCN2)c1,c1ccncc1,O=C(O)c1cn(C2CC2)c2cc(N3CCNC(c4cccnc4)C3)c(F)cc2c1=O,19.600000381469727,19.70591163635254,34.129642486572266,405
2072,C#CC1CNCCN1.O=C(O)c1cn(C2CC2)c2cc(Cl)c(F)cc2c1=O,c1ccncc1,C#CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,13.5,23.090978622436523,40.619144439697266,405
2073,Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(Cl)cc3nc21.OCCN1CCNCC1,c1ccncc1,Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(N4CCN(CCO)CC4)cc3nc21,52.70000076293945,59.03131866455078,51.61215591430664,405
2074,CCn1cc(C(=O)O)c(=O)c2cc(F)c(Cl)cc21.Cc1ccc(C2CNCCN2)o1,c1ccncc1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(c4ccc(C)o4)C3)cc21,27.600000381469727,11.750883102416992,39.647708892822266,405
2075,CCCCCc1c(-c2ccc3cc(O)ccc3c2)oc2ccccc12.CCOC(=O)CBr,CC(C)=O.O=C([O-])[O-].[Cs+].[Cs+],CCCCCc1c(-c2ccc3cc(OCC(=O)OCC)ccc3c2)oc2ccccc12,93.5999984741211,92.88304901123048,88.13882446289062,145
2076,CCOC(=O)CBr.Cc1cc(C=O)cc(C)c1O,CC(C)=O.O=C([O-])[O-].[Cs+].[Cs+],CCOC(=O)COc1c(C)cc(C=O)cc1C,73.80000305175781,55.13616180419922,81.77579498291016,145
2077,CCCc1c(O)ccc(C(C)=O)c1O.CCOC(=O)CBr,CC(C)=O.O=C([O-])[O-].[K+].[K+],CCCc1c(OCC(=O)OCC)ccc(C(C)=O)c1O,73.0,61.31562042236328,72.84605407714844,145
2078,CCOC(=O)CBr.Oc1cccc(C(F)(F)F)c1,CC(C)=O.O=C([O-])[O-].[K+].[K+],CCOC(=O)COc1cccc(C(F)(F)F)c1,80.80000305175781,89.2976303100586,86.74740600585938,145
2079,CCOC(=O)CBr.Oc1cccc(/C=C/c2nc3ccccc3s2)c1,CC(C)=O.O=C([O-])[O-].[K+].[K+],CCOC(=O)COc1cccc(/C=C/c2nc3ccccc3s2)c1,77.0,60.86956405639648,75.39236450195312,145
2080,CCOC(=O)CBr.Oc1cc2c(c(OCc3ccccc3)c1)OCCC2,CC(C)=O.O=C([O-])[O-].[K+].[K+],CCOC(=O)COc1cc2c(c(OCc3ccccc3)c1)OCCC2,99.5,95.2325668334961,85.38627624511719,145
2081,CCCc1cc(O)ccc1OCCc1nc(-c2ccccc2)oc1C.CCOC(=O)CBr,CN(C)C=O.[H-].[Na+],CCCc1cc(OCC(=O)OCC)ccc1OCCc1nc(-c2ccccc2)oc1C,73.0,70.37918853759766,71.3354263305664,145
2082,CCCCc1ncc(C(=O)c2ccc(OC)cc2O)n1OCOC(C)[Si](C)(C)C.CCOC(=O)CBr,CN(C)C=O.[H-].[Na+],CCCCc1ncc(C(=O)c2ccc(OC)cc2OCC(=O)OCC)n1OCOC(C)[Si](C)(C)C,97.0,91.20816802978516,68.79454040527344,145
2083,Clc1ccc(N2CCNCC2)cc1Cl.Nc1onc(-c2ccccc2Cl)c1C(=O)O,CCN=C=NCCCN(C)C.Cl.ClCCl,Nc1onc(-c2ccccc2Cl)c1C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,73.19999694824219,81.50494384765625,64.0857162475586,325
2084,COc1ccccc1N1CCNCC1.Nc1onc(-c2cccc(OC(F)(F)F)c2)c1C(=O)O,CCN=C=NCCCN(C)C.Cl.ClCCl,COc1ccccc1N1CCN(C(=O)c2c(-c3cccc(OC(F)(F)F)c3)noc2N)CC1,73.19999694824219,58.28318786621094,68.54546356201172,325
2085,FC(F)(F)c1cccc(N2CCNCC2)c1.Nc1onc(-c2ccccc2Cl)c1C(=O)O,CCN=C=NCCCN(C)C.Cl.ClCCl,Nc1onc(-c2ccccc2Cl)c1C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,76.0,76.98470306396484,75.22340393066406,325
2086,Cc1onc(-c2cccc(F)c2)c1C(=O)O.Fc1ccc(N2CCNCC2)cc1,CCN=C=NCCCN(C)C.Cl.ClCCl,Cc1onc(-c2cccc(F)c2)c1C(=O)N1CCN(c2ccc(F)cc2)CC1,72.19999694824219,76.4446029663086,81.88478088378906,325
2087,BrP(Br)Br.COc1cc(CO)ccc1C,CCOCC,COc1cc(CBr)ccc1C,93.5,88.64427947998047,80.48514556884766,257
2088,BrP(Br)Br.Cc1ccc(Sc2ccc(CO)cc2)cc1,CCOCC,Cc1ccc(Sc2ccc(CBr)cc2)cc1,64.0,94.3219757080078,85.33393096923828,257
2089,BrP(Br)Br.COC(=O)C(=Cc1cc(OC)cc(OC)c1)c1ccc(Oc2ccc(CO)cc2)cc1,ClCCl,COC(=O)C(=Cc1cc(OC)cc(OC)c1)c1ccc(Oc2ccc(CBr)cc2)cc1,99.0,95.01026916503906,84.51986694335938,257
2090,BrP(Br)Br.CCOC(=O)COc1c(F)cc(CO)cc1OC,ClCCl,CCOC(=O)COc1c(F)cc(CBr)cc1OC,53.09999847412109,74.3492660522461,81.24342346191406,257
2091,BrP(Br)Br.OCc1ccc2c(c1)CCc1c-2noc1-c1noc(-c2ccccc2)c1C(F)(F)F,ClCCl,FC(F)(F)c1c(-c2onc3c2CCc2cc(CBr)ccc2-3)noc1-c1ccccc1,71.9000015258789,56.95314407348633,84.85314178466797,257
2092,BrP(Br)Br.CS(=O)(=O)c1ccc(CO)c(C(F)(F)F)c1,ClCCl,CS(=O)(=O)c1ccc(CBr)c(C(F)(F)F)c1,80.0,94.4954605102539,77.03606414794922,257
2093,BrP(Br)Br.Cc1ccc([N+](=O)[O-])cc1CO,ClCCl.O=C([O-])O.[Na+],Cc1ccc([N+](=O)[O-])cc1CBr,65.5999984741211,83.33580780029297,81.02142333984375,257
2094,BrP(Br)Br.COc1c([N+](=O)[O-])ccc(CO)c1Cl,ClCCl.O=C([O-])O.[Na+],COc1c([N+](=O)[O-])ccc(CBr)c1Cl,64.0,76.41380310058594,79.85710144042969,257
2095,Brc1ccc([C@H]2CCCNC2)cc1.Cn1c(Cl)nc(-c2ccncc2F)cc1=O,C1CCOC1.CCN(CC)CC,Cn1c(N2CCC[C@H](c3ccc(Br)cc3)C2)nc(-c2ccncc2F)cc1=O,62.0,91.20003509521484,72.2384033203125,70
2096,C1COCCN1.Cn1c(Cl)nc(-c2ccncc2F)cc1=O,C1CCOC1.CCN(CC)CC,Cn1c(N2CCOCC2)nc(-c2ccncc2F)cc1=O,93.4000015258789,76.93997192382812,74.30331420898438,70
2097,COc1ccc([C@H]2CNCCO2)cc1.Cn1c(Cl)nc(-c2ccncn2)cc1=O,C1CCOC1.CCN(CC)CC.Cl,COc1ccc([C@H]2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCO2)cc1,90.1999969482422,91.13872528076172,55.62543869018555,70
2098,CC1CNCCOC1.Cn1c(Cl)nc(-c2ccncn2)cc1=O,C1CCOC1.CCN(CC)CC.Cl,CC1COCCN(c2nc(-c3ccncn3)cc(=O)n2C)C1,60.09999847412109,35.945899963378906,64.02294158935547,70
2099,Cn1c(Cl)nc(-c2ccncn2)cc1=O.c1ccc2c(c1)CC[C@H]1NCCO[C@H]21,C1CCOC1.CCN(CC)CC.Cl,Cn1c(N2CCO[C@@H]3c4ccccc4CC[C@H]32)nc(-c2ccncn2)cc1=O,16.5,89.26902770996094,50.855010986328125,70
